Product ID,Product Name,Product URL,Product Image Url,price,Currency,Spec UPC,Spec MPN,Spec BRAND,Spec ISBN,SKU,Product Tags,blacklisted,Product Group
98,IDYLLIC MATTE VELVET - DEEP BEIGE 107,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-matte-velvet-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20MATTE%20VELVET%20FOUNDATION_5.jpg,99.9,ILS,,,,,115300107,,FALSE,95
99,IDYLLIC MATTE VELVET - HONEY BEIGE 108,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-matte-velvet-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20MATTE%20VELVET%20FOUNDATION_6.jpg,99.9,ILS,,,,,115300108,,FALSE,95
100,IDYLLIC SOFT SATIN PRESSED POWDER - Bare Beige 20,http://www.gadecosmetics.co.il/makeup/face/face-powders/idyllic-soft-satin-pressed-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20PRESSED%20POWDER%20WITH%20MIRROR0%2020%20CROP%20SITE_0.jpg,69.9,ILS,,,,,103100020,,FALSE,96
101,IDYLLIC SOFT SATIN PRESSED POWDER - Medium Beige 26,http://www.gadecosmetics.co.il/makeup/face/face-powders/idyllic-soft-satin-pressed-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20PRESSED%20POWDER%20WITH%20MIRROR0%2026%20CROP%20SITE_0.jpg,69.9,ILS,,,,,103100026,,FALSE,96
102,IDYLLIC SOFT SATIN PRESSED POWDER - Honey Beige 90,http://www.gadecosmetics.co.il/makeup/face/face-powders/idyllic-soft-satin-pressed-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20PRESSED%20POWDER%20WITH%20MIRROR0%2090%20CROP%20SITE_0.jpg,69.9,ILS,,,,,103100090,,FALSE,96
103,IDYLLIC SOFT SATIN PRESSED POWDER - Natural Tan 94,http://www.gadecosmetics.co.il/makeup/face/face-powders/idyllic-soft-satin-pressed-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20PRESSED%20POWDER%20WITH%20MIRROR0%2094%20CROP%20SITE_0.jpg,69.9,ILS,,,,,103100094,,FALSE,96
104,IDYLLIC MINERAL LOOSE POWDER - Nude 100,http://www.gadecosmetics.co.il/makeup/face/face-powders/idyllic-mineral-loose-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/100%20IDYLLIC%20MINERAL%20LOOSE%20POWDER_0.jpg,79.9,ILS,,,,,103700100,,FALSE,97
105,IDYLLIC MINERAL LOOSE POWDER - Dust 101,http://www.gadecosmetics.co.il/makeup/face/face-powders/idyllic-mineral-loose-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/101%20IDYLLIC%20MINERAL%20LOOSE%20POWDER_0.jpg,79.9,ILS,,,,,103700101,,FALSE,97
106,IDYLLIC SOFT SATIN BRONZING POWDER - Idyllic Soft 62,http://www.gadecosmetics.co.il/makeup/face/blushers-bronzers/idyllic-soft-satin-bronzing-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20BRONZING%20POWDER%20WITH%20MIRROR%2062%20crop%20site_0.jpg,79.9,ILS,,,,,103300062,,FALSE,98
107,IDYLLIC SOFT SATIN BRONZING POWDER - Pearl Glow 66,http://www.gadecosmetics.co.il/makeup/face/blushers-bronzers/idyllic-soft-satin-bronzing-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20BRONZING%20POWDER%20WITH%20MIRROR%2066%20crop%20site_0.jpg,79.9,ILS,,,,,103300066,,FALSE,98
108,IDYLLIC SOFT SATIN BRONZING POWDER - Bronze Matte 65,http://www.gadecosmetics.co.il/makeup/face/blushers-bronzers/idyllic-soft-satin-bronzing-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20BRONZING%20POWDER%20WITH%20MIRROR%2065%20crop%20site_0.jpg,79.9,ILS,,,,,103300065,,FALSE,98
109,IDYLLIC SOFT SATIN BRONZING POWDER - Bronze Mist 67,http://www.gadecosmetics.co.il/makeup/face/blushers-bronzers/idyllic-soft-satin-bronzing-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20SOFT%20SATIN%20BRONZING%20POWDER%20WITH%20MIRROR%2067%20crop%20site_0.jpg,79.9,ILS,,,,,103300067,,FALSE,98
